,"Propinsi, Kab/Kota","Kecamatan, Desa/Kel",Alamat,Koordinat
6178,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOMULYO,"-8.2360796, 112.877226"
6179,"JAWA TIMUR, KAB. BANYUWANGI","MUNCAR, TEMBOKREJO",DSN. MUNCAR BARU,"-8.4297349, 114.332243"
6180,"JAWA TIMUR, KAB. SUMENEP","BLUTO, AENG DAKE",DUSUN LIBILIYAN,"-7.12310626, 113.7888143"
6181,"JAWA TIMUR, KAB. BANYUWANGI","GENTENG, SETAIL",DUSUN KRAJAN,"-8.3580077, 114.1441238"
6182,"JAWA TIMUR, KAB. MALANG","PAGAK, PAGAK",DUKUH SUMBERNONGKO,"-8.24869582, 112.51676129"
6183,"JAWA TIMUR, NGANJUK","BAGOR, BANARAN KULON",DSN. TEMPURAN,"-7.55662169773132, 111.861798455939"
6184,"JAWA TIMUR, KAB. MAGETAN","KARTOHARJO, KARANGMOJO",KARANGMOJO,"-7.52849821, 111.45889624"
6185,"JAWA TIMUR, KAB. MALANG","BULULAWANG, SUDIMORO",DUSUN SUDIMORO,"-8.13139802, 112.66502112"
6186,"JAWA TIMUR, BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.50356381386518, 114.156923051924"
6187,"JAWA TIMUR, KOTA PASURUAN","GADINGREJO, KARANGKETUG",JL JENDRAL AHMAD YANI,"-7.630965, 112.876713333333"
6188,"JAWA TIMUR, LAMONGAN","BABAT, KEYONGAN",JL.P.DIPONEGORO,"-7.116355, 112.250563333333"
6189,"JAWA TIMUR, KAB. MALANG","PAGAK, GAMPINGAN",DSN DEMPOK,"-8.1914855, 112.5269943"
6190,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, UJUNG",HANGTUAH 8/48.,"-7.2225531, 112.743344"
6191,"JAWA TIMUR, BOJONEGORO","DANDER, KUNCI",DS KUNCI,"-7.2609359, 111.876777"
6192,"JAWA TIMUR, KAB. BANYUWANGI","SILIRAGUNG, KESILIR",DUSUN SILIRSARI,"-8.53013666666667, 114.151531666667"
6193,"JAWA TIMUR, KAB. MALANG","DONOMULYO, MENTARAMAN",GONDANGREJO,"-8.3371593, 112.4208953"
6194,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LIMBUNGSARI,"-8.2204865, 113.6837738"
6195,"JAWA TIMUR, KOTA BATU","BATU, SISIR",JL. DIRAN GG. I NO. 3C,"-7.8767889, 112.5312709"
6196,"JAWA TIMUR, KOTA SURABAYA","TAMBAKSARI, PACARKELING",GERSIKAN 2/14-A,"-7.2564359, 112.7637381"
6197,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, PURWOHARJO",DUSUN KRAJAN,"-8.4729182, 114.2229685"
6198,"JAWA TIMUR, KEDIRI","GROGOL, SUMBEREJO",DSN. SUMBEREJO,"-7.72799790677443, 111.972183845937"
6199,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, PAKUNDEN",JL. BENGAWAN SOLO,"-8.0941321, 112.1464466"
6200,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, WRINGINAGUNG",DUSUN SUMBERJO,"-8.4188551, 114.1583492"
6201,"JAWA TIMUR, KAB. MALANG","DAMPIT, SRIMULYO",DSN PURWOSARI,"-8.2388263, 112.7813525"
6202,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",DUSUN KRAJAN,"-8.11951272189617, 113.748038392514"
6203,"JAWA TIMUR, KAB. MALANG","BULULAWANG, GADING",JL P. DIPONEGORO,"-8.1027512, 112.6346874"
6204,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, JAJAG",DUSUN KAMPUNG BARU,"-8.4420255, 114.1873011"
6205,"JAWA TIMUR, KAB. MALANG","PAGELARAN, KADEMANGAN",DSN KRAJAN,"-8.2138529, 112.5979748"
6206,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN KRAJAN,"-8.3231968, 114.3151953"
6207,"JAWA TIMUR, KAB. LAMONGAN","BABAT, BABAT",SUMOWIHARJO,"-7.1080656, 112.17500643"
6208,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, UJUNG",SAWAH PULO 69,"-7.2231471, 112.7473329"
6209,"JAWA TIMUR, PROBOLINGGO","BANTARAN, BESUK",DUSUN KRAJAN,"-7.85701347514987, 113.186113089323"
6210,"JAWA TIMUR, KAB. LAMONGAN","BRONDONG, BRONDONG",JOMPONG,"-6.87307335, 112.28518836"
6211,"JAWA TIMUR, KAB. PROBOLINGGO","GADING, JURANGJERO",DUSUN KRAJAN,"-7.864555, 113.399941666667"
6212,"JAWA TIMUR, KAB. PAMEKASAN","PAKONG, CENLECEN",DSN CANGKRENG,"-7.05367808, 113.59359509"
6213,"JAWA TIMUR, KAB. MALANG","KEPANJEN, JENGGOLO",JL KALINYAMAT,"-8.17123666666667, 112.542795"
6214,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DSN SUKOMAJU A,"-8.30601333333333, 112.908143333333"
6215,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",SUMBERARUM,"-7.25783833333333, 111.875181666667"
6216,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, KAMPUNGMANDAR",LINGK. KRAJAN,"-8.207664, 114.3791899"
6217,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 3/60,"-7.2762052, 112.7394412"
6218,"JAWA TIMUR, KAB. MALANG","BANTUR, REJOYOSO",SUKOSARI,"-8.2168211, 112.5730474"
6219,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, BULUREJO",DUSUN BULUREJO,"-8.470315, 114.2105243"
6220,"JAWA TIMUR, KAB. NGANJUK","BAGOR, NGUMPUL",DUSUN GAGAN,"-7.58430906, 111.84607301"
6221,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.50173, 114.160808333333"
6222,"JAWA TIMUR, KAB. MALANG","DONOMULYO, TEMPURSARI",TEMPURSARI SELATAN,"-8.31646706, 112.43534735"
6223,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. KEDUNGAGUNG,"-8.51162396, 114.14785025"
6224,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",DUSUN TEGAL BAGO,"-8.1175111, 113.7400446"
6225,"JAWA TIMUR, KAB. MALANG","PAGAK, SEMPOL",DSN KRAJAN,"-8.2564094, 112.5074272"
6226,"JAWA TIMUR, KAB. BANYUWANGI","SILIRAGUNG, KESILIR",DUSUN SUMBERSUKO,"-8.5327054, 114.1079963"
6227,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, PURWOHARJO",DUSUN KRAJAN,"-8.4849845, 114.2232607"
6228,"JAWA TIMUR, KAB. MALANG","BANTUR, REJOYOSO",DSN BALONG,"-8.2125104, 112.5677392"
6229,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSARI,"-8.2002496, 112.8814903"
6230,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",Dsn. KENTANGAN,"-8.20894333333333, 114.187833333333"
6231,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSARI,"-8.2015631, 112.8873552"
6232,"JAWA TIMUR, TUBAN","JATIROGO, WOTSOGO",DSN WOTSOGO,"-6.88932581339031, 111.653269277886"
6233,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSUKO,"-8.20566004, 112.88310342"
6234,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 1/6 -A,"-7.2759766, 112.7410954"
6235,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 3/52,"-7.2767512, 112.7381169"
6236,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOMULYO,"-8.20508181117475, 112.898008050397"
6237,"JAWA TIMUR, KAB. MALANG","SINGOSARI, DENGKOL",PERUM PONDOK MUTIARA BLOK I 4 NO 22,"-7.9039143, 112.7115531"
6238,"JAWA TIMUR, KAB. MOJOKERTO","DAWARBLANDONG, JATIROWO",WARUGUNUNG,"-7.3459242, 112.4373914"
6239,"JAWA TIMUR, KAB. PASURUAN","REMBANG, PAJARAN",PEJATEN,"-7.6857011, 112.7857863"
6240,"JAWA TIMUR, KAB. MALANG","BULULAWANG, KUWOLU",MAQBUL,"-8.09610780794173, 112.66715769656"
6241,"JAWA TIMUR, KAB. MALANG","PAGAK, GAMPINGAN",DUSUN BUMIREJO,"-8.2152033, 112.5214136"
6242,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, LATENG",LINGK. KEBUN JERUK,"-8.20352166666667, 114.379485"
6243,"JAWA TIMUR, KOTA SURABAYA","KARANG PILANG, KEBRAON",KEBRAON 4 / 8,"-7.3346389, 112.702672"
6244,"JAWA TIMUR, KAB. MALANG","PAGAK, GAMPINGAN",DSN DEMPOK,"-8.19126395, 112.53047917"
6245,"JAWA TIMUR, KAB. MALANG","KASEMBON, SUKOSARI",DSN KAJANG,"-7.79523000586778, 112.306548943743"
6246,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, TEMUASRI",DSN.AWU - AWU,"-8.297392, 114.1649611"
6247,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LIMBUNGSARI,"-8.2204865, 113.6837738"
6248,"JAWA TIMUR, KAB. JOMBANG","GUDO, GEMPOLLEGUNDI",DSN LEGUNDI,"-7.60456071, 112.17119808"
6249,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, GAMBIRAN",DUSUN SETEMBEL,"-8.4052606, 114.1396237"
6250,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LEMBUNG SARI,"-8.21433157, 113.6767633"
6251,"JAWA TIMUR, KAB. PONOROGO","JAMBON, BLEMBEM",DUKUH DUKUH,"-7.8974911, 111.3886494"
6252,"JAWA TIMUR, KOTA PROBOLINGGO","KANIGARAN, KEBONSARI KULON",JL. RAYA PANGLIMA SUDIRMAN,"-7.7587731, 113.2246478"
6253,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LEMBUNG SARI,"-8.21807931, 113.6796347"
6254,"JAWA TIMUR, KAB. BANYUWANGI","SILIRAGUNG, KESILIR",DUSUN SUMBERSUKO,"-8.5272943, 114.1074957"
6255,"JAWA TIMUR, KAB. MALANG","BULULAWANG, BULULAWANG",JL DIPONEGORO IV,"-8.0812946, 112.6400762"
6256,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 2/32,"-7.2756863, 112.7405007"
6257,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, JAJAG",DUSUN YOSOWINANGUN,"-8.4363509, 114.1910174"
6258,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, GONDANG",KRAJAN,"-8.1835019, 111.2236261"
6259,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, TEMUREJO",DSN. SELOREJO,"-8.53174166666667, 114.180666666667"
6260,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN AJUNG WETAN,"-8.2130103, 113.6792979"
6261,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN AJUNG WETAN,"-8.213455, 113.6792904"
6262,"JAWA TIMUR, KOTA MOJOKERTO","PRAJURITKULON, PRAJURITKULON",PRAJURITKULON VII / 08 LINGK. PRAJURIT,"-7.47002333333333, 112.428155"
6263,"JAWA TIMUR, KOTA MOJOKERTO","KRANGGAN, MERI",LINGK. MERI,"-7.47448166666667, 112.449546666667"
6264,"JAWA TIMUR, KAB. JOMBANG","KESAMBEN, KEDUNGMLATI",DSN KEDUNGMLATI,"-7.4894143, 112.3105484"
6265,"JAWA TIMUR, KAB. MALANG","LAWANG, MULYOARJO",JL DOROWATI UTARA,"-7.8344036, 112.7116743"
6266,"JAWA TIMUR, KAB. LAMONGAN","BABAT, BABAT",SAWONGGALING,"-7.1014503, 112.1800936"
6267,"JAWA TIMUR, KOTA SURABAYA","TAMBAKSARI, DUKUH SETRO",LEBAK JAYA UTARA 5-A RAWASAN 83,"-7.23541895393282, 112.78137428686"
6268,"JAWA TIMUR, KAB. JOMBANG","BANDARKEDUNGMULYO, GONDANGMANIS",MANIS RENGGO,"-7.5886965, 112.1283211"
6269,"JAWA TIMUR, JEMBER","AJUNG, WIROWONGSO",DUSUN BESUK,"-8.2193335, 113.693237"
6270,"JAWA TIMUR, BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.48817803, 114.15519184"
6271,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",TENGG BARU PERINTIS 203,"-7.22808208, 112.75749342"
6272,"JAWA TIMUR, KAB. PONOROGO","PONOROGO, BROTONEGARAN",JL IMAM BONJOL 93,"-7.872464, 111.4565594"
6273,"JAWA TIMUR, KOTA BATU","BATU, ORO-ORO OMBO",JL. TVRI DUSUN KRAJAN,"-7.8963108, 112.5326839"
6274,"JAWA TIMUR, KAB. BANYUWANGI","GENTENG, GENTENGWETAN",DUSUN CANGAAN,"-8.36848166666667, 114.162311666667"
6275,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 3/95,"-7.276018, 112.738215"
6276,"JAWA TIMUR, KAB. BANYUWANGI","SILIRAGUNG, BARUREJO",DUSUN SENEPOSARI,"-8.51356564, 114.10554749"
6277,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, SUKOREJO",JL JATI GG XI NO 4,"-8.1092237, 112.1489632"
6278,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",DSN. PLANTARAN,"-8.21388666666667, 114.195491666667"
6279,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. HAMID RUSDI TIMUR VII / 52,"-7.973125, 112.651956666667"
6280,"JAWA TIMUR, KAB. MALANG","TIRTOYUDO, TAMANKUNCARAN",DSN. KRAJAN,"-8.21272362, 112.7967554"
6281,"JAWA TIMUR, KAB. BANYUWANGI","ROGOJAMPI, PENGATIGAN",DUSUN KRAJAN,"-8.298936, 114.2821267"
6282,"JAWA TIMUR, KAB. MALANG","GONDANGLEGI, GONDANGLEGI KULON",DSN PENJALINAN,"-8.16851207055151, 112.618320789188"
6283,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN GUMUK KERANG,"-8.2027131, 113.6723759"
6284,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",WONOKUSUMO KIDUL 29,"-7.22548, 112.753048333333"
6285,"JAWA TIMUR, KAB. MALANG","DAMPIT, SUMBERSUKO",DSN SUMBERTANGKEP,"-8.2184626, 112.7354368"
6286,"JAWA TIMUR, KAB. MALANG","GEDANGAN, SEGARAN",DSN SUMBERJABON,"-8.2734469, 112.6403775"
6287,"JAWA TIMUR, KAB. NGANJUK","BAGOR, BANARAN WETAN",BANARANWETAN,"-7.55546166666667, 111.864216666667"
6288,"JAWA TIMUR, KAB. GRESIK","SANGKAPURA, KUMALASA",DSN. SAWAHRUJING,"-5.8300838, 112.60861633"
6289,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",KRAJAN I A,"-8.2968332, 112.9094176"
6290,"JAWA TIMUR, KOTA SURABAYA","TAMBAKSARI, DUKUH SETRO",LEBAK JAYA UTARA 4-A RAWASAN NO.5,"-7.23711193073541, 112.780642462894"
6291,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, WRINGINAGUNG",DUSUN SUMBERJAYA,"-8.4412572, 114.1745462"
6292,"JAWA TIMUR, KAB. MALANG","AMPELGADING, WIROTAMAN",KRAJAN,"-8.25714827, 112.86123781"
6293,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, SAWOJAJAR",JL.SAWOJAJAR IX / 73,"-7.9770171, 112.653063"
6294,"JAWA TIMUR, KAB. MAGETAN","BENDO, SETREN",DS SETREN,"-7.61670897, 111.41267066"
6295,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN PANJUNAN 3/50-B,"-7.2760066, 112.7397892"
6296,"JAWA TIMUR, KAB. MALANG","DAU, LANDUNGSARI",JL. TIRTO SENTONO Gg XII / 02,"-7.9359565, 112.5908547"
6297,"JAWA TIMUR, JOMBANG","BANDARKEDUNGMULYO, BRODOT",DSN BRODOT,"-7.56397666666667, 112.117298333333"
6298,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, SRAGI",DSN. SRAGI TENGAH,"-8.23202013, 114.16569386"
6299,"JAWA TIMUR, KAB. LAMONGAN","BABAT, PLAOSAN",LAMBUNG,"-7.09693869, 112.18812203"
6300,"JAWA TIMUR, KAB. MALANG","PAKIS, TIRTOMOYO",JL H NUROIS GG 8 GENTONG,"-7.9390161, 112.6768694"
6301,"JAWA TIMUR, LAMONGAN","BABAT, BABAT",SUNAN GIRI NO. 31,"-7.1070147, 112.1684123"
6302,"JAWA TIMUR, KAB. MALANG","KARANG PLOSO, TEGALGONDO",DAWUHAN,"-7.9130289, 112.590501"
6303,"JAWA TIMUR, KOTA MOJOKERTO","KRANGGAN, MERI",LINGK. KUWUNG 247,"-7.482289, 112.4487038"
6304,"JAWA TIMUR, KAB. MALANG","PAGAK, SUMBEREJO",DSN BANDARANGIN,"-8.23193166666667, 112.54862"
6305,"JAWA TIMUR, KAB. SIDOARJO","GEDANGAN, SAWOTRATAP",JL. ANUSANATA 88 G,"-7.3712319, 112.7381345"
6306,"JAWA TIMUR, KAB. MALANG","KALIPARE, ARJOSARI",TUMPAKMIRI,"-8.2304875, 112.397213"
6307,"JAWA TIMUR, KAB. MALANG","SINGOSARI, WONOREJO",DUSUN BANYOL,"-7.89390681666667, 112.743953566667"
6308,"JAWA TIMUR, KAB. MALANG","DONOMULYO, TEMPURSARI",TEMPURSARI SELATAN,"-8.2913883, 112.4211918"
6309,"JAWA TIMUR, KAB. LAMONGAN","BRONDONG, BRONDONG",TEGALSARI,"-6.87845276668668, 112.289563436061"
6310,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KIDUL BESUK,"-8.2204159, 113.67716029"
6311,"JAWA TIMUR, KOTA MOJOKERTO","PRAJURITKULON, SURODINAWAN",SURODINAWAN I / 3 C,"-7.48026729, 112.4251737"
6312,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, WRINGINAGUNG",DUSUN GLOWONG,"-8.42918166666667, 114.173433333333"
6313,"JAWA TIMUR, KAB. MALANG","DONOMULYO, MENTARAMAN",MENTARAMAN,"-8.3210779, 112.4237042"
6314,"JAWA TIMUR, KAB. MALANG","BULULAWANG, KUWOLU",MAQBUL,"-8.0957263, 112.6522006"
6315,"JAWA TIMUR, KAB. MALANG","PAGAK, SUMBEREJO",DSN BEKUR,"-8.2025997, 112.5556124"
6316,"JAWA TIMUR, KAB. MALANG","PAGAK, PANDANREJO",DSN SUMBERSURUH ,"-8.29267, 112.525568333333"
6317,"JAWA TIMUR, KAB. MALANG","BANTUR, REJOYOSO",DUSUN SUKOSARI,"-8.2316084811464, 112.576873116195"
6318,"JAWA TIMUR, KAB. MALANG","KEPANJEN, KEDUNGPEDARINGAN",DUSUN NGADILUWIH,"-8.1425985, 112.5824313"
6319,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, GAMBIRAN",DUSUN LIDAH,"-8.3716543, 114.1400513"
6320,"JAWA TIMUR, KAB. MALANG","SINGOSARI, PURWOASRI",DUSUN GENTONG,"-7.8928345, 112.6433861"
6321,"JAWA TIMUR, KAB. MALANG","PAKISAJI, WADUNG",DUSUN KASIKON,"-8.0424976, 112.5937868"
6322,"JAWA TIMUR, KAB. SIDOARJO","GEDANGAN, GEMURUNG",JL. R. KOSIM,"-7.40422884, 112.74596867"
6323,"JAWA TIMUR, KAB. PONOROGO","BALONG, NGENDUT",DUKUH KRAJAN,"-7.9703013, 111.3963392"
6324,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KRAJAN,"-8.20619308389723, 113.660098398104"
6325,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",DESA SUMBERARUM,"-7.25779333333333, 111.875243333333"
6326,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",DSN. PLANTARAN,"-8.21419, 114.195755"
6327,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, PACUH",DSN. GRIDI,"-7.25286666666667, 112.43943"
6328,"JAWA TIMUR, LAMONGAN","BABAT, SUMURGENUK",SUMURGENUK,"-7.11480075, 112.21008817"
6329,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",DSN. KENTANGAN,"-8.20677833333333, 114.18593"
6330,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, KARANGANYAR",DUSUN KRAJAN,"-8.06417, 112.752771666667"
6331,"JAWA TIMUR, KAB. MALANG","WONOSARI, SUMBERDEM",DUSUN REKESAN,"-8.0600063, 112.46244236"
6332,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LIMBUNGSARI,"-8.2123056, 113.6815532"
6333,"JAWA TIMUR, KAB. MALANG","DAMPIT, BATURETNO",DSN KAMPUNGSELANG,"-8.26480666666667, 112.787401666667"
6334,"JAWA TIMUR, KAB. MALANG","JABUNG, GADINGKEMBAR",DSN GASEK WETAN,"-7.9522455, 112.7613257"
6335,"JAWA TIMUR, KAB. MALANG","SINGOSARI, TUNJUNGTIRTO",DSN BUNDER,"-7.89999333333333, 112.641246666667"
6336,"JAWA TIMUR, KAB. BANYUWANGI","TEGALSARI, TEGALREJO",DSN TUGUREJO,"-8.41160833333333, 114.133431666667"
6337,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, TOKAWI",DUSUN KRAJAN,"-7.98959, 111.166746666667"
6338,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BURING",JL. KH. MALIK DALAM,"-8.00776564, 112.64478509"
6339,"JAWA TIMUR, KAB. TULUNGAGUNG","BESUKI, SITOYOBAGUS",DSN. SIYOTO,"-8.1801978, 111.7704422"
6340,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",JL. MERPATI NO.2 DUSUN JUBUNG UTARA,"-8.18499737, 113.63584053"
6341,"JAWA TIMUR, KOTA SURABAYA","GAYUNGAN, KETINTANG",KETINTANG BARU VI /11 B,"-7.3149511, 112.7299235"
6342,"JAWA TIMUR, KOTA PASURUAN","PANGGUNGREJO, MANDARANREJO",JL MT HARYONO TIMUR,"-7.63574932, 112.91769"
6343,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",Dsn. PLANTARAN,"-8.222705, 114.194725"
6344,"JAWA TIMUR, KOTA SURABAYA","GENTENG, EMBONG KALIASIN",KEPUTRAN KEJAMBON 2/115,"-7.2748478, 112.7387588"
6345,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN GUMUK KERANG,"-8.1986272, 113.652267"
6346,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, TEMUASRI",AWU-AWU,"-8.2910722, 114.1692202"
6347,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN AJUNG KULON,"-8.216172, 113.6722408"
6348,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, PAKUNDEN",JL. BENGAWAN SOLO GG III NO. 40,"-8.0951634, 112.1445279"
6349,"JAWA TIMUR, JOMBANG","BANDARKEDUNGMULYO, BANDARKEDUNGMULYO",DSN KEDUNG GABUS,"-7.5870493, 112.1353834"
6350,"JAWA TIMUR, KAB. MALANG","BANTUR, BANDUNGREJO",DSN KRAJAN,"-8.29647146165371, 112.528037298471"
6351,"JAWA TIMUR, KOTA PASURUAN","GADINGREJO, KARANGKETUG",JL GATOT SUBROTO,"-7.63155726, 112.8790433"
6352,"JAWA TIMUR, KAB. BANYUWANGI","TEGALDLIMO, WRINGINPITU",RINGIN ASRI,"-8.4953473, 114.291958"
6353,"JAWA TIMUR, KAB. MALANG","PAKIS, BANJAREJO",NGAMPRONG,"-8.00017166666667, 112.716023333333"
6354,"JAWA TIMUR, KAB. MALANG","AMPELGADING, WIROTAMAN",DUSUN KRAJAN,"-8.2473064, 112.8636283"
6355,"JAWA TIMUR, KOTA BLITAR","SUKOREJO, PAKUNDEN",JL. BENGAWAN SOLO,"-8.0966424, 112.1471603"
6356,"JAWA TIMUR, KAB. MALANG","TUREN, UNDAAN",JL KRAMAT 01,"-8.19409415, 112.68514871"
6357,"JAWA TIMUR, KAB. MALANG","KROMENGAN, PENIWEN",DSN KERTOREJO,"-8.0946475, 112.4848377"
6358,"JAWA TIMUR, KAB. MALANG","JABUNG, NGADIREJO",KRAJAN BENDOLAWANG,"-7.9942188, 112.8023089"
6359,"JAWA TIMUR, KAB. LAMONGAN","BRONDONG, SEDAYULAWAS",SEDAYULAWAS,"-6.88283166666667, 112.260566666667"
6360,"JAWA TIMUR, KAB. MALANG","KALIPARE, SUKOWILANGUN",DUSUN KAMPUNGBARU,"-8.183375, 112.442481666667"
6361,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, WRINGINAGUNG",DUSUN JATISARI,"-8.4299635, 114.1756566"
6362,"JAWA TIMUR, KAB. LAMONGAN","BABAT, KURIPAN",PAYAMAN,"-7.1225107787177, 112.196143856272"
6363,"JAWA TIMUR, KAB. TULUNGAGUNG","BOYOLANGU, GEDANGSEWU",DSN. GEDANGSEWU PILANG,"-8.08137833333333, 111.883773333333"
6364,"JAWA TIMUR, KAB. MALANG","TIRTOYUDO, TIRTOYUDO",DSN SUKODONO,"-8.24132, 112.81492"
6365,"JAWA TIMUR, KAB. TUBAN","JENU, SUMURGENENG",DS SUMURGENENG,"-6.8003575, 111.9616281"
6366,"JAWA TIMUR, KAB. MALANG","KASEMBON, KASEMBON",BEJIREJO,"-7.7881447, 112.3145665"
6367,"JAWA TIMUR, KOTA SURABAYA","WIYUNG, BABATAN",BABATAN,"-7.30911, 112.679653333333"
6368,"JAWA TIMUR, KOTA BATU","BATU, PESANGGRAHAN",JL. CEMPAKA,"-7.87401333333333, 112.507021666667"
6369,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KIDUL BESUK,"-8.22110644, 113.67695918"
6370,"JAWA TIMUR, KAB. BANYUWANGI","LICIN, GUMUK",DUSUN KRAJAN,"-8.22312833, 114.28033749"
6371,"JAWA TIMUR, KAB. BANYUWANGI","CLURING, SEMBULUNG",DUSUN KRAJAN,"-8.4541192, 114.2052364"
6372,"JAWA TIMUR, KOTA KEDIRI","MOJOROTO, CAMPUREJO",JL DR SAHARJO GG. I,"-7.8265196, 111.9882062"
6373,"JAWA TIMUR, MOJOKERTO","BANGSAL, KUTOPORONG",DSN. KUTOPORONG,"-7.5282302, 112.494396"
6374,"JAWA TIMUR, KOTA SURABAYA","TAMBAKSARI, DUKUH SETRO",LEBAK REJO UTARA 5/74,"-7.2351179, 112.7824014"
6375,"JAWA TIMUR, LAMONGAN","BABAT, DATINAWONG",DATINAWONG,"-7.10726333333333, 112.22906"
6376,"JAWA TIMUR, KAB. MALANG","BULULAWANG, KREBET SENGGRONG",DSN DEMANG JAYA,"-7.9388935, 112.6110179"
6377,"JAWA TIMUR, KAB. MALANG","DONOMULYO, SUMBEROTO",PANGGUNGWARU,"-8.30751666666667, 112.378983333333"
